trade_date,factor_01_residual_volatility,factor_02_volume_amount_efficiency,factor_03_turnover_volatility_momentum,factor_04_reversal_turnover_enhanced,factor_05_volume_price_divergence_cov,factor_06_ma_filter_reversal,factor_07_price_volume_deviation_vol,factor_08_liquidity_stability,factor_09_vol_adjusted_reversal,factor_10_deviation_volume_weighted,factor_12_turnover_volatility,factor_13_main_fund_stability,factor_14_main_fund_peak_reverse_rank,factor_15_multi_dimensional_reversal,factor_16_price_volume_volatility_negative,factor_17_price_fund_volatility_negative,factor_19_price_momentum_fund_volatility_reverse,factor_22_rank_momentum_reversal,factor_26_dual_style_ir_spread,factor_28_main_elg_flow_synergy,factor_31_main_elg_flow_rank_diff_decay,factor_35_price_spread_momentum,factor_36_short_vol_adjusted_return,factor_37_volume_stable_close,factor_38_volatility_difference_proxy,factor_39_reverse_price_volume_rank,factor_40_fund_flow_max_drawdown,factor_41_high_open_momentum_decay,factor_42_adjusted_price_reversal,factor_43_turnover_relative_strength_reversal,factor_44_volume_divergence_composite_momentum,factor_48_turnover_adjusted_abnormal_price_momentum,factor_49_volatility_trend_composite,factor_50_reverse_standardized_decay_volume_price,factor_52_large_outflow_momentum_reversal,factor_56_cashflow_price_trend
2017-01-03,-0.0028864533425198655,0.0017119910397438002,0.001061000553612208,-0.0008510655683216296,1.3959503100979516e-05,0.000914203964470197,-0.0022636975014487183,-0.0032312088577694537,0.003779330669517498,-0.002828365465243808,-0.005100711683044605,0.0013327687246877235,0.003711466509377768,-0.00044804111874996834,-0.0007716453994628848,0.003959994929837691,0.002050319449617639,0.002414732595470423,0.0019007669273634802,0.0043982605304959295,-0.00082164284293357,0.002908303568147156,0.0013710811138557002,0.0039656151337113055,0.0006046909903546179,0.0001608559510428031,0.0012728529424898658,0.003812194451378566,0.004864436762211199,0.00029092549878384326,-0.001707284749299784,0.004110619661881635,0.0028828362229975386,0.0013443936057314807,0.004799252847114544,0.004699675125326456
2017-01-04,-0.005394292989589674,-0.004365327605984508,0.0014477246502446286,0.0009140982810821098,-0.001138366228184618,-0.006539342297973448,-0.0034867839968428754,-0.008077980336602224,0.001357017678149424,0.010725562207310165,-0.0018978546445428796,-0.003567565712660649,0.002614607246240671,0.0010608188794859047,-0.007549519855847834,-0.0036607615643131147,0.0033009148666506586,0.006172388834763154,-0.005085496151986869,0.0017139265630091171,-0.0043281743394910374,0.008812227932788404,0.0029318871621580823,-0.002644774015695425,0.0025505143060214398,-0.004688849408133754,0.00027718505997562185,0.0018061822134775433,0.004052037298352771,-0.0007804371883888784,-0.000948826780068012,-0.001943345940819837,0.004986994991999748,0.006550690398555081,-0.0010609754051522302,-0.0035467665489970833
2017-01-05,0.007118414255724486,0.0044450985748709405,0.002595050882916794,0.00987895262079253,0.00599826596327487,-0.016176427336456967,0.0033981006767224925,0.0030072163315211804,-0.00030287434656169206,-0.006131140018980811,0.01111660265011876,0.0008112208400801217,-0.0006884642368667245,-0.0010603442652825088,0.004419268310199859,0.004736997801990511,0.00014078682497125922,-0.0003318549103996049,-0.012284263686300607,0.00333041863361879,0.005478005268794432,0.0035243113215438146,0.0005587523755176389,0.0036533630613993224,0.00034778368063841043,0.003342740788298991,0.001727213619433341,0.01183060388017456,-0.0020953578461514423,-0.003851263353007647,-0.00045051217370361825,0.004528082292276968,-0.0010468517099586415,0.0013500728615793553,0.0002545904070758332,0.0026692751859548037
2017-01-06,0.013024194669447499,0.01357865660157923,0.0009320301562699472,0.018680240292179982,0.005935905519189039,-0.008401412577695529,0.015109322085922819,0.0070247875775445185,0.007482322874170716,-0.007554738361165005,0.023779284008803626,0.012625220276706362,-0.0006802341506973456,-0.0066108281186076,0.009598187900506375,0.014491796035319443,-0.0026824790600113073,-0.00495489843829025,-0.015869161617359715,0.0005404262679393045,0.007871062616680458,0.0034742767019148354,0.004849173767018862,0.0118853535789562,0.001312936649941932,0.013655450274109535,0.006712331967200088,0.01935759302981389,0.004521075460149999,-0.0022041660991092183,-0.0038715991230193975,0.00972875142896043,-0.00693756108452529,-0.010191067414802076,0.0026261349152883907,0.012341028646706893
2017-01-09,0.0031167849564848232,0.005833348649010925,-0.002688217388117448,0.004298436470861957,0.0005478435871334678,-0.00267569169950851,0.0010722481814316454,-0.0011706100291986898,-0.0025359747428333208,-0.009965259575488276,0.006037748080931234,0.0023831812029467235,0.00042827173849632836,-0.0035606928831411933,-0.001973411655567841,0.0036955829005463313,-0.0015881582422553986,-0.003645155835871573,-0.004907652544135285,0.0022125920567601775,0.002162812436010419,0.0032087734967314995,-0.0005586760850147859,0.005371724410938196,0.0025287999593044536,-0.00036934270587851454,-0.002485841983987892,0.00781834053908645,-0.0031767989418583524,-0.003081277861635995,-0.00022564230613611827,0.004681142511413784,-0.004132406214509049,-0.0051321223225100285,0.0023498811062416846,0.006426164014702198
2017-01-10,0.0011303389713762553,0.0034483533022614784,0.0037466523788144395,0.005856363868113688,0.0019846880596872084,0.010501019261715273,0.0021131623280486967,0.0060732249166446425,0.0023552227723813044,0.008428027376037157,-0.0009457753865094562,0.003302337870920378,0.005387921542832599,0.005710877063140936,0.006660614641925659,0.004175354337917008,0.004704352863879134,0.005386750382952665,-0.00037150256305732397,0.004309816151741412,0.0003443368445062012,0.015684213286710075,0.006040842462148524,0.0017141759523194562,-0.0031542135895331756,0.0089814486691813,-0.002719856921838096,0.013086473954053757,0.004739046421040165,0.0036943878408385268,0.003906137490489108,0.003532248119696613,0.0056499425467340224,0.007460095138326442,0.005868614492275867,0.002665801242311854
2017-01-11,0.00878470237958243,0.003980075162917208,0.00428158495754376,0.003975619234008809,0.007835983883867711,-0.0016309230720248425,0.009009348966159264,0.008800044797436582,0.0049645991260991295,-0.00415144797802442,0.011995365701673682,0.00854339199550341,0.003397174857997682,0.004064907354974789,0.007103762500827884,0.006163166551907291,0.004167753248181449,0.001587831672547205,-0.0010844090647637965,-0.0008322874476816358,0.0016400163130378927,-0.017043710602834678,0.00027127025734683015,-0.001422774517221295,-0.0005709024389026324,0.004576214114011834,-0.0008520773325496733,-0.003669567857767073,0.004253435122747047,0.00787429012180138,0.007383528809538622,0.0009702826254011764,-0.0005272964071080479,0.004004508238603115,0.0016351930083147782,0.0009447903325640509
2017-01-12,0.0004231294551047902,0.0013118603233093478,0.0013862523973084088,0.0016441414164605817,0.0022251538890377836,0.0050814999070428555,0.0011844226369610554,0.003154021664740915,0.006409832909946618,0.003803279329746713,-0.0006375862024317657,0.0022301275673830404,0.002089627747659823,0.0018363255023280175,0.00455134968152925,0.0013744977554873584,0.00015605859884759265,0.005392194028663414,-0.001821899773515637,-0.0020094430862915656,-0.0006301900543851085,-0.000798382126125406,0.0027150789475276185,-3.202168526647694e-05,0.0022347648688519402,0.0059941559947321345,-0.0011919802242081612,0.0013301152880153674,0.005366218554230383,6.98326330319265e-05,0.0018994267770341949,0.0020465775870771906,-0.000991017380912413,0.0032357585589357423,0.0016548456768496335,0.001227322764150569
2017-01-13,0.009946794437739482,0.010660073804846862,0.0024457611428192645,0.01162460915879195,0.011700489832531469,-0.007076259125356548,0.004735740136569787,0.010091421801519247,0.0009663714390279001,-0.009452601951904109,0.014788373787162041,0.0032051188249242945,-0.0033716390640034185,0.0012363957191093202,0.007955030609554964,0.004981846522427759,-0.0007318759641093218,-0.008235316113172766,-0.003376970614473205,0.0005137654028387638,0.010298031624887934,-0.005469934937267299,0.0032154566675000537,0.004122749092782015,-0.0018884479093859191,0.011631081318980385,0.006161995283308297,0.008237141443226789,-0.003303453405649539,0.0025087307342097614,0.001473840197615123,0.0011625468844755136,-0.0028220960271587207,-0.004685608917548452,0.0028692053141937974,0.004530027200953949
2017-01-16,0.010347313436983984,0.01818252521592921,-0.0023938100174506235,0.017055001027987265,0.007524533799406506,0.0013411943082358825,0.0037583331109161972,0.01819085680369219,-0.016931244062302123,-0.011680508322611792,0.014281411221546116,-3.8224398371222625e-05,-0.008134741854069375,-0.0007714667666368774,0.015518420177722843,0.006763193964026045,-0.00802389022878153,-0.02190374014593947,0.0038189878242661547,-0.0053308151075750244,0.015585910915825514,-0.01178993847253758,0.0036147553906282154,0.006913908195653459,-0.0037159174724692044,0.02443819337203844,0.028911166541104198,0.009024894264852482,-0.023055423604208376,-0.003276777543420404,0.0007258324241867292,0.013731895763689403,-0.009656775415255905,-0.01318442842043437,0.0012497929536929903,0.021449035711693633
2017-01-17,-0.014615120333048534,-0.009472815068616898,-0.0067909917644778705,-0.020322573790143836,-0.007044593104772527,0.0008847029655275741,-0.012462360051718288,-0.01253229880230843,0.0029138105426178935,0.0216827609627031,-0.021890016744000828,-0.007157103667144301,0.0002564747633855126,-0.0014437467199579774,-0.016432342121994625,-0.012119653734805088,0.00023349679081750537,0.012070226124544513,0.0038382267221309316,-0.0002225389423615282,-0.0063109734299724475,0.01967771359165605,-0.0031171894150705155,-0.005424071038838331,0.006749370889903164,-0.013086211806898757,-0.0020501731121303195,-0.002221394472933423,0.0069031022842427295,-0.005519495775884611,-0.005397147050088125,-0.006914496930083571,0.0037128445156005465,0.004744753473757983,-0.007448067031288374,-0.005530205221445435
2017-01-18,0.007322119803977763,0.010983669773485128,-0.01085865489613386,0.01903868027932261,-0.001332486819275296,-0.004012997386873911,-0.004523602219172048,0.0018863011022268797,-0.005712218880947163,-0.015362758235970313,0.011779063297543423,-0.0028652951579232586,-0.005618087298672832,-0.009373534846940819,0.003927851259166208,0.0047234678262799545,-0.010333311364359731,-0.007588050035838647,-0.016283800528550805,0.0024949610238728503,0.008769705978310272,0.0060994794121047476,-0.005995824296466687,0.009889207188812428,-0.0034043283491244003,0.008037616919492195,0.012529413770739246,0.01676385231500943,-0.006178941193937169,-0.004909382646577036,-0.01101818748175773,0.008127291528880805,-0.006621436134681906,-0.008355686632879136,-0.0008492188087010586,0.011423725331938903
2017-01-19,0.0022707141745956965,-0.0008497215591980329,0.0031307605835373523,0.0038892866759479604,0.001897926627680832,0.005969713246902425,0.0016811434107991984,-0.0009216331548279075,0.002697328660611572,0.008450871760925686,-0.0024725989132681338,0.0033821426598431635,0.001905811349763831,0.003230823202668173,0.000606878971600183,-0.0014188101943662138,0.002311825526892592,0.00514495815566798,0.0030370567659454995,-2.116035392266439e-05,-0.004298149133001528,0.00251644594249034,0.00466322607217227,-0.002180867738308753,0.003210640041541032,0.00022950589505118764,0.00021692246667481124,-0.0014738311701139616,0.005472666683472892,0.0016704489812622812,0.0025859787197133046,-0.0012782529383719666,0.004888329027665652,0.010273013826465675,0.006316805151809208,-0.002600991801589534
2017-01-20,-0.005185350980969306,-0.007694219582707966,0.00019934907640861298,-0.004288181040486585,0.0036418642059184393,0.005907379438045491,6.164342129061709e-05,-0.005834137114979555,0.007611280343071348,0.010148899305038997,-0.007229780858022116,0.000417982083579142,0.0036359267692612305,0.002712041774510173,-0.007421639487550568,-0.0041526087763261625,0.004558008131570354,0.012389605837521266,0.0013251525540704141,0.0012177908524183879,-0.004091549258975844,0.015026480511697691,0.002407455643826886,-0.004886044656252806,-0.001983865966263209,-0.006190914517051624,-0.02385756956569229,-0.00412883769830443,0.009426242298704177,0.0023865254512543607,0.0032206297899033056,-0.0037783757725301024,0.005610255415819748,0.008035224093248427,0.00023446825941349442,-0.005893621878979212
2017-01-23,-0.002776968632676554,0.0007624940399633625,0.0007531369622106948,-0.006034332313781152,-0.0030569390826172345,0.00031784527565919196,-0.000572076792844579,-0.005428848628578191,0.0027727477319063223,-0.00037611755310407613,-0.007402310288454249,-0.0007635077296583116,9.720644088008663e-05,-0.0016519319966184548,-0.006813137307900497,-0.0009876319352725923,-8.870407371835585e-05,0.004103403841256813,0.005007671254786971,0.0020066515748852825,-0.0023735676928133666,0.010354280543797594,-0.0001807994744709443,0.0016832961414892217,-0.0024164053131229186,-0.0033053521047274074,-0.008622278324343417,-0.0003972954799907574,0.00523256930810163,-0.0008596051302378458,0.0010509664063534931,0.0018544768938754009,0.0049064005801614675,0.0038037892825040385,0.0026598402691834474,0.0003685009845025152
2017-01-24,0.001209564168311561,0.00897421731474688,0.0020435470579097765,0.005186188754451692,-0.005949138050984857,0.006738603854279287,-0.0007739593048411151,0.004989169130097888,-0.005172469817219036,-0.00786203453153185,0.007524121757860212,-0.003174717082941619,0.0009654458392959922,-0.0020808197788275014,0.004958115573200358,0.005825369870858341,-0.0010896936059978277,-0.005626132859121641,-0.003404915592683102,0.0007541919923445147,0.0033330309137548746,0.0003635104295382812,0.0026199235811262553,0.004873366413890513,-0.001955935315807565,0.008743939430498858,0.0014961209087521758,0.010280347808594915,-0.004267395420530358,-0.0019038642182862015,-0.0007583112914217565,0.003337374396317411,0.0021902797939715637,-0.005202574613843974,-0.00011567559325314711,0.006473497021520085
2017-01-25,-0.004425262638904065,-0.007451075603605827,0.004626873361839282,-0.006793373682067183,0.006298510647404356,0.034578720017790165,0.001390800466238858,-0.003259450160392706,0.0048049547219341585,0.01372197775448206,-0.012411443888574179,0.001816455496389856,0.00016529083408349862,0.008192184176266833,-0.0036921783144046056,-0.0047327962297712585,0.0070579541139969984,0.007486870968843111,0.007088188795331022,0.0011106858470584808,-0.0015499294873611543,-0.000774588687689793,-0.002092880992295842,-0.007217903655749283,-0.0022398584580238033,-0.005717418692903236,0.00835151478962128,-0.014340957799569783,0.0045418631406994765,0.0031415920684421794,0.006459553693121686,-0.0014081871360498129,0.003953700721906879,0.011470729566816175,0.0059512269545674915,-0.0038382318096058105
2017-01-26,0.00576700424526769,-0.0010476710509666576,0.005253245799434208,0.01358301816064959,0.003641548455353557,-0.016387513779241365,0.00856157865202728,-0.0001712242201677378,0.00812365258191128,-0.00047861890329062556,0.0024945510288426256,0.009204339315002676,0.0036642193068885842,0.003994438712738699,0.0003260730441158419,0.0027683493191982033,0.0036449020934198103,0.007385886120129326,-0.004084015882848445,0.0003982452449871168,-0.0005247118682008612,0.005485264471338603,0.0026173575418659122,-0.0005562811507564984,-0.0006335006274131288,0.0014408757236086729,0.002526088580104511,0.0046485254596123895,0.007098031713863914,0.004144176848836318,0.004241036314187138,-0.00028302983722328285,0.0026377873779546345,0.004399017498451972,-0.0025415432356186464,-0.0010396716804158606
2017-02-03,-0.0005122953411353798,0.00020971616239654606,0.003515320714557902,-0.0001811043544029901,-0.006107949203459428,0.010968122982297178,-0.00207068328091668,-0.0011063349750360986,0.004618068069777277,0.004994592982769011,-0.005252766130839511,-0.0040626577814128866,-0.0006688478451275569,-0.0009912530205086827,-0.002631372743322022,-0.001748067796668307,2.3117549202526788e-07,-0.0005142337021071678,0.002115185269417062,0.0022854697370937684,0.0013580379715932929,0.005182349364966275,-0.0032383004687246155,-0.0007953790897086801,0.0002019783275837878,-9.8042417070988e-05,0.00767845437809277,0.00566952059062281,0.008326185400404803,0.0012894095629178706,-0.0025858782900233654,0.0030031005087121166,0.002557666058200901,0.001894217228142747,0.0018431158518105529,0.0008980189748857958
2017-02-06,-0.008834522597506013,-0.006549088791850415,-0.005177615817969383,-0.015335088653805137,-0.008134782811283246,-0.01329095658278095,-0.006913552897310224,-0.010804161009761112,-0.0025910679147266224,0.0003219352207100047,-0.016974152344433537,-0.005683116945242784,-0.002677470638603757,-0.0038707296804008076,-0.01002734692917815,-0.0073246900338516255,0.0005925778253135896,0.002428485037403044,0.01264178493608778,0.0017452414246976594,-0.0058149420873524595,-0.004369601430180937,-0.00365735597835153,-0.002573251814177353,-0.0011934774274279783,-0.009746993830209076,-0.0020048541588231703,-0.006812680133218912,0.000937522197549654,-0.004787693342905227,-0.003752512013049983,-0.002921380975856866,0.003928689367990596,-0.0009398260388889385,0.000400528394098732,-0.002828417919251454
2017-02-07,-0.008047565151161468,0.003174836094245382,-0.006732472841991055,0.001950969666929488,-0.010479566546911531,-0.007475824872784568,-0.013170408591816743,-0.003937093028932168,-0.000799758620809245,0.004956708411479521,-0.001147269721045595,-0.012806427000665786,-0.0007450821055389135,-0.0056489543846997,-0.005333262395532461,-0.0018113576427998292,-0.0051751101961021615,-0.0056941990635133635,-0.005133578423499283,0.0010354512790167148,-0.0018255645508754577,0.0037258136786519095,0.0003624140397886946,0.003521779804803374,0.0006553862728368616,0.0021071802154857128,-0.0068369814183797725,0.006760043771702089,0.0005664476105432634,-0.006080796912089081,-0.009603563791553051,0.006009013400738141,0.004298282236230669,-0.0030178512129281857,0.002918661371492644,0.0036303890501547895
2017-02-08,4.4189350981613165e-05,-0.0017207499340971724,-0.0012531934256360538,-0.00010504907597332904,-0.0021306395535352924,0.0012877194407761446,0.0004389004989628905,-0.004038741039589374,-0.0012872835041270558,0.0008999215915885908,-0.003017983877687165,0.002433039759583888,0.0025185872567871125,0.00047234850607240516,-0.0016091545880276093,0.0012624236957682904,0.0030555422750756563,0.003289507851389532,0.0038630982210353495,-0.0002913677930025097,-0.001180232810881872,-0.0027268213036488412,-0.0005613974622497315,8.651458325612644e-05,-0.0003613795193608098,-0.0025164655476729854,-0.0023870833474648858,-0.0005146647000059531,-0.002007480366224394,-0.0005377880792912255,0.001857467351227155,-0.000623506648724468,0.00109215916725086,0.0021103001910116924,-0.0009049371125472128,-0.0009942815193245498
2017-02-09,-0.002382031235535588,0.000949219689393644,0.002215441412516464,0.005960286983911371,0.003939356999028647,0.0028223186921243018,0.002953736910987134,-0.0025811330715786074,0.002886969452417922,0.00754335771824383,0.0008816704554098706,0.0008576970281193937,0.0033445329838494115,0.0029205000130433966,0.0015656863361425332,0.0031966845370774103,0.0043980401793665205,0.006431252313884955,-0.0032155494698656055,0.0034665895198421537,0.001498186731117518,0.0014112515559007066,0.0034492980917123096,0.0046795765196063314,-0.00023987159493349554,0.0021471121506838908,0.0058383999637763515,0.00441673043205742,0.0016419253777753945,0.0004299913279256205,0.004212886678338128,9.499258603695151e-05,0.0029711091114978183,0.005993287857127605,-0.0034893734467313347,0.0010461793811326232
2017-02-10,-0.00040400773438533516,0.01717011839101596,0.001363850456557059,0.011247131406853655,0.0005617887749785333,0.00238978989971675,0.00411382355870984,0.004177040165014965,0.00010890859571668801,-0.001231168467618921,0.013925802429534827,0.0038569177389986345,-0.0003463110420639102,-0.0031120934339456813,0.008047638152383959,0.01094201287658122,-0.003707787051756768,-0.004877079268371073,-0.015150539226540864,0.0034564670832294116,0.009275472212494959,0.013294509207681646,0.007399023021764426,0.013635918039518337,-0.0021389941443148565,0.015898215519657286,-0.012164853304292128,0.013178897326358886,-0.0014218155400337244,-0.0006961642592223346,-0.004629693457232851,0.010033109894831473,-0.00334407594160527,-0.0020375682421332727,0.0015505836077781851,0.014487603544617002
2017-02-13,-1.3806108647458105e-05,-0.0030184970931731647,0.0010801316522288996,-0.0018716101001503256,0.004323368552392184,0.0026311954325465925,0.002435897930936704,-0.004186369375859943,0.005220677674930217,0.007201508530594536,-0.003147798156563215,5.3325527349739514e-05,-0.00034596391455505584,0.001703848856004859,-0.00015006741518378995,-0.002228887391208888,0.0028755600691457942,0.00396415645329222,0.010768020770990533,0.001572715437370211,-0.00029529582464760053,-0.0004156695069964739,-0.0009943175914560035,-0.0005204784519360509,0.002581442371828449,-0.0014227977601169303,0.0024177394424786747,-3.5795434932732115e-05,0.0038722821129800267,0.00301563349184309,0.0035130094714215326,0.0010837124797168974,0.00392375266045932,0.006779448080267743,9.059189214079277e-05,0.0020546684192020693
2017-02-14,-0.005292642211663291,-0.0007208594294869691,-0.005821948673704606,-0.004865664581082686,-0.00616743421045958,-0.00036810265550245866,-0.008472967002143266,-0.002610059493267281,-0.00199884584179714,0.00026933246707546435,-0.00809998188049382,-0.007287272579731418,-0.004540697206932961,-0.005083817808500957,-0.0030839017964219575,-0.0034450282223181363,-0.0038354933277280076,-0.0026653838318030686,0.0014295416891984942,-0.003920611104115611,0.0011232075170857971,0.001969481325099765,-0.0011715055749982421,0.0003047203668274763,-0.0005125010336660398,0.00041410251753306584,0.001348675440302727,0.000583845348236476,-0.004044508123626714,-0.005537007169941474,-0.006241741203975436,0.002767628297105362,-0.0015654457338490674,-0.006701865315017693,-0.0052235007940956086,0.004615211937118763
2017-02-15,0.008127780900648245,0.0016475885990587754,0.008028551214328647,0.004444322992617024,0.011698877441061852,0.00665717834143418,0.010639544710860763,0.008125827423174886,0.011646735632623343,0.012296373650308194,0.002531767953675404,0.006266838770408966,0.004192603858124971,0.008216590952129992,0.007704611436137602,0.003756714196896198,0.008153846365197236,0.005923387901231464,0.011461036111629783,-6.289339214168724e-06,0.0030851040918309577,0.005975988385773795,0.004011181155720258,-0.002286016669079647,-0.00029688991997075945,0.004735205468166888,-0.0070121475417561936,-0.0003558208004649441,0.011847499704095932,0.013904821414368437,0.010816956307296451,0.0018291187912033988,0.009278937345954932,0.014981563016850516,0.008597243675439362,-0.0018391369828929499
2017-02-16,-0.0029439060687294107,0.00816802077912066,-0.0028471280400524284,0.0020017740574156334,-0.00404018738954889,-0.0006285317728229126,-0.00739177361483883,-0.0029044967080899724,-0.001525873675659132,0.0037115591274516926,0.002804840961205746,-0.0024829823260236663,-0.0017105503360664608,-0.005564703434203707,-0.001343032142218467,0.0019978926778735735,-0.003836580003519349,-0.006628200685905904,-0.009112383102661822,-0.0009016091535698436,0.002847728677880468,0.006900245238255902,0.0023017786547251586,0.007471558178407861,0.00012230363143780117,0.004365692352736682,0.00040989804643679713,0.007525981489210245,-0.0018512793903551605,-0.0030891643162878615,-0.004567982540957119,0.003075304761987919,-0.004704626852117449,-0.006061358223877267,-0.003726934413820452,0.005185264295774827
2017-02-17,0.0010596380779419805,0.004834322741066512,0.004154722361760314,0.012368710300542395,0.0013576512346153548,-5.566327341183404e-05,0.00020339984354397333,0.00761806430176554,-0.002040149775481532,0.010417650681409069,0.007185359171208312,0.004202292845746411,0.0037663142896838643,0.003485323339145285,0.004499775803200207,0.0038083970713078583,0.0056530217294394666,-0.005170198921649162,-0.008798332845828868,0.0004929637600712988,0.004524901337524876,0.004312744409031658,0.005686186763907242,-0.0009454245259508746,0.0004984833709373028,0.007029597899435026,-0.0031364175844065954,0.007863215231583114,-0.0025932800313431393,-0.002103171149016497,0.0015238518861100112,0.0020672630790946793,0.003377536080470725,0.0027544411311742328,0.0009837338466414716,0.0018868011101219652
2017-02-20,-0.003936461070432768,0.009180594328138645,-0.0037093052738984026,0.0019108109043168104,-0.0017688549743409734,-0.003884845741306845,-0.007040600703705177,-0.006029173799204984,-0.0031701825668395767,-0.0010068012579957921,0.0006581132843475252,-0.006127542368211582,-0.006022615882810457,-0.005321547937066745,-0.004515600005805071,-0.0002520962627617853,-0.0056997179196577675,-0.0045751204713414696,-0.017769009419989795,-0.002975650361230117,0.0031992582789631403,0.005988915039841582,0.00464013083879093,0.008960435314177421,-0.000897527546651223,0.006438140961210216,0.003965822121837737,0.01276776845203803,-0.004063127046699345,-0.008829848863444303,-0.006848914969510397,0.0051392129555610675,-0.009442112105206811,-0.00961282952142882,-0.0020917889201148704,0.009349409748424443
2017-02-21,0.004404130393695915,-0.0062420567722717025,0.005750179927067672,-0.0019856307625124962,0.00464644103182782,0.007111995920025924,0.010601968391007001,-0.004361563668238831,0.007408368556808667,0.007149921966304401,-0.002812861460678169,0.0077604740486700505,0.004015150982184048,0.005100148804330507,0.0012573174993271885,0.00029470071612702677,0.006108937234453243,0.009710219489870692,0.01463227057340108,0.0035118765590529772,-0.0027595533515097142,0.0015614289874355115,-0.0009448290231058288,-0.002532279591316718,0.003665185627961921,-0.005980190903929841,0.001299789117487745,-0.0028751156631208682,0.009542160934693272,0.008602097291900139,0.006587064740643342,-0.004678534605131929,0.0034853464537031795,0.006157707239817116,0.007250432055768088,-0.007800269304827501
2017-02-22,0.0006624869097981946,-0.00010551012442936493,-0.0014608139722084787,0.006524174405820617,0.00322292803659021,-0.0011004248774545524,0.005159222582718093,-0.00281329090192201,0.002065027557326308,-0.00041519907661886793,0.003923180959056205,0.004440230358051336,-0.0014619992954610006,-0.0014036410752894224,0.00045613953270347274,0.0007759906738561411,-0.0008653420724043133,0.001655573409401593,-0.00467095764158327,0.0011807197082775508,0.0008382035464626696,-0.0053664016104754825,-0.0003011634706619827,0.0021129356527000917,-0.00110728662073762,-5.964851028011876e-05,0.009957662554816147,0.0012116870606143078,0.0005607936240075166,-0.004648481149168033,-0.0010757774547331819,0.0020766056997838863,-0.002586849093301171,0.0018511192080170804,-0.0007201722185920341,0.004452478608713284
2017-02-23,0.014305302939331225,-0.004931069264449224,0.008148474687439377,0.0019403319825743084,0.016097516251554898,0.001428322460678505,0.020040904280972594,0.006233075940525013,0.012963793725411031,0.0024602310531294485,0.004829846484125758,0.018192278403664545,0.007206494610495483,0.011762036919906314,0.00940486527790746,0.007304892354550149,0.010219669468848697,0.012874788497973862,0.01843553485720938,0.0015389705089174585,0.0012829466398664394,-0.007286390862271399,0.001252433865777433,-0.003976557936913945,0.005114674312767147,-0.0005059473973879364,-0.012648556739606399,-0.006345207097617302,0.012653951043843613,0.01899599652367513,0.01599713992085183,-0.003542606158706773,0.0006618742640552035,0.012446090701204553,0.004612902521106722,-0.006548249193472003
