trade_date,r2,alpha,nobs
2018-03-22,0.30804541371243,0.3344275323315784,476.0
2018-03-23,0.3337300129403352,0.08568079926655213,477.0
2018-03-26,0.3383900013937946,0.27155040813606834,477.0
2018-03-27,0.30422447560565424,0.3270457606875947,478.0
2018-03-28,0.2688406922329144,0.28308805523583197,478.0
2018-03-29,0.2591661316259075,0.2985438241227318,477.0
2018-03-30,0.258559619953997,0.3135299460452626,476.0
2018-04-02,0.24230999927568564,0.09602740642007504,477.0
2018-04-03,0.2655968766990783,0.04662616018776932,478.0
2018-04-04,0.2582535882219955,0.05588397687828939,479.0
2018-04-09,0.2490744963947158,0.24267742939830295,483.0
2018-04-10,0.23086471501701078,0.28053896712262677,485.0
2018-04-11,0.22401501960900272,0.38776441958405095,486.0
2018-04-12,0.23226417672944355,0.4035620260931342,488.0
2018-04-13,0.24219420332088737,0.48877757107899616,490.0
2018-04-16,0.24267079799545066,0.5054966852743915,493.0
2018-04-17,0.2625513929453026,0.34781513259996527,495.0
2018-04-18,0.281087787661633,0.2560537209041462,493.0
2018-04-19,0.2829944416314465,0.33673360346331405,491.0
2018-04-20,0.2947105983925943,0.28878795925607853,493.0
2018-04-23,0.30482428658828353,0.3670853817102572,493.0
2018-04-24,0.3082908715044841,0.2666409226012703,496.0
2018-04-25,0.29050561632553795,0.27193046107156565,500.0
2018-04-26,0.2745852788339046,0.18802971842153496,506.0
2018-04-27,0.2559234488450176,0.15721742071818892,506.0
2018-05-02,0.22772313484997098,0.04021986868382383,507.0
2018-05-03,0.20417732597444926,-0.030604961678245793,507.0
2018-05-04,0.1906863534944605,-0.029574479482622724,508.0
2018-05-07,0.17521013558827203,-0.09966325877110485,508.0
2018-05-08,0.1904395808207302,-0.2619841594238197,506.0
2018-05-09,0.19027990187353894,-0.25392105294089656,508.0
2018-05-10,0.20446177470185745,-0.28755422533924274,510.0
2018-05-11,0.21573355293156293,-0.14466062472014204,513.0
2018-05-14,0.2023047149003523,-0.21434095659288663,514.0
2018-05-15,0.21635039765689612,-0.3289979857152863,515.0
2018-05-16,0.23547233720194716,-0.4726327621632068,514.0
2018-05-17,0.2290516221412332,-0.40984607731604134,514.0
2018-05-18,0.24381545646483171,-0.5024592760215837,514.0
2018-05-21,0.21127987360144584,-0.49230036692179163,514.0
2018-05-22,0.23312698036702795,-0.45819049988293165,514.0
2018-05-23,0.25820385265401,-0.4201726244954999,514.0
2018-05-24,0.2724155439168121,-0.3801115624164054,515.0
2018-05-25,0.2759041906149998,-0.5106919855740781,517.0
2018-05-28,0.2971449356489275,-0.3799782704723282,517.0
2018-05-29,0.2980135739692432,-0.2965906998707525,517.0
2018-05-30,0.29574844621213237,-0.2783528436544728,519.0
2018-05-31,0.2652742946128954,-0.18330916613226989,523.0
2018-06-01,0.2697520177242432,-0.17495065581399472,523.0
2018-06-04,0.2268108076337979,-0.0891412603430388,522.0
2018-06-05,0.2406870728392616,-0.0007410611976716826,523.0
2018-06-06,0.2255549181754125,0.008998100595427808,524.0
2018-06-07,0.22485703678389335,0.12886872076851716,524.0
2018-06-08,0.22586592551474183,0.07815829980415429,524.0
2018-06-11,0.23119668558806683,0.06306905001875245,524.0
2018-06-12,0.23431733304893898,0.1816731390125551,523.0
2018-06-13,0.23864717189024987,0.24979820821661095,524.0
2018-06-14,0.23162071295679187,0.22198473744803862,524.0
2018-06-15,0.2550083589686579,0.26264717015495365,523.0
2018-06-19,0.25254198714324627,0.18880465875477628,523.0
2018-06-20,0.2562561029537537,0.21035955886836,521.0
2018-06-21,0.2609838839485188,0.16569005988828697,520.0
2018-06-22,0.25607419232565976,0.28706217073951734,518.0
2018-06-25,0.23990244952971962,0.3073344648950458,519.0
2018-06-26,0.25076796522380407,0.27980575516117456,520.0
2018-06-27,0.2566670064437956,0.29626326430685856,522.0
2018-06-28,0.26815890509855456,0.35042866915277854,523.0
2018-06-29,0.23984559687688334,0.24769411361241706,526.0
2018-07-02,0.23157513748796943,0.188863499442235,526.0
2018-07-03,0.20254872485118003,0.22901233532676044,527.0
2018-07-04,0.21675567885930735,0.1746519109358041,526.0
2018-07-05,0.197807764654236,0.1341312055275109,528.0
2018-07-06,0.18021217689418723,-0.10572186313512844,527.0
2018-07-09,0.17064052203140545,-0.09139122969068024,525.0
2018-07-10,0.17040027211328046,-0.05472559249471463,527.0
2018-07-11,0.1738694830637012,-0.11610431358984687,528.0
2018-07-12,0.1780164261411722,-0.017893202535651753,527.0
2018-07-13,0.17771725926608128,0.04589414911570289,528.0
2018-07-16,0.14726360445300946,-0.0303404198179398,530.0
2018-07-17,0.11638771856716845,-0.13248905629038712,530.0
2018-07-18,0.1248391726310496,-0.15103902911846184,529.0
2018-07-19,0.1459696036880539,-0.117810474263177,532.0
2018-07-20,0.16217204200447433,-0.2634930725468439,535.0
2018-07-23,0.1695263816141661,-0.22560244321260428,536.0
2018-07-24,0.18833432431801522,-0.27042025002088005,538.0
2018-07-25,0.1891208588850366,-0.23281285094208323,541.0
2018-07-26,0.18848621080541528,-0.12476020497835144,542.0
2018-07-27,0.21127095778731764,-0.11098736287661783,544.0
2018-07-30,0.2123596098777233,-0.05897664459154086,545.0
2018-07-31,0.20772690254720272,0.03336644939637069,549.0
2018-08-01,0.20664270989454125,-0.0012042321515157526,548.0
2018-08-02,0.2147554143092728,0.13333918605753425,551.0
2018-08-03,0.2519935060028151,0.12224134864212821,551.0
2018-08-06,0.2999774372107832,-0.011843111335083572,551.0
2018-08-07,0.299322390333282,-0.011109996923944186,553.0
2018-08-08,0.28443345830225664,-0.02023276090858537,554.0
2018-08-09,0.29613181225529417,0.003467900751312578,555.0
2018-08-10,0.3163517966434941,-0.05577949103977722,556.0
2018-08-13,0.32964691184540074,0.020213061091584134,557.0
2018-08-14,0.33989646211048496,-0.02188059842759759,561.0
2018-08-15,0.35161749924179375,0.044792107341322496,561.0
2018-08-16,0.36001242182061644,-0.02155460093319293,562.0
2018-08-17,0.3379839898405742,0.06794130558069642,563.0
2018-08-20,0.3439347536696967,0.014600276262297446,564.0
2018-08-21,0.3141048305852253,0.049402898914266705,563.0
2018-08-22,0.32271732508299245,0.03989125641228883,564.0
2018-08-23,0.3237997822651243,0.03587764024067282,565.0
2018-08-24,0.3193553763957485,-0.058102698390294485,564.0
2018-08-27,0.3071700278849092,0.001397508280090465,566.0
2018-08-28,0.2988245609851886,0.04336996029305519,567.0
2018-08-29,0.31100318425884177,0.033068674227211936,568.0
2018-08-30,0.3112729746791929,0.09345095793675857,570.0
2018-08-31,0.32096473508008294,0.13286787056985536,571.0
2018-09-03,0.31215099010591985,0.1915599800271004,569.0
2018-09-04,0.2986127167094409,0.21193892913343423,569.0
2018-09-05,0.292100260758159,0.14275517353447006,569.0
2018-09-06,0.2833027908515582,0.16603834405065349,573.0
2018-09-07,0.2703007148461193,0.2220899531468935,575.0
2018-09-10,0.2548583886153535,0.2310979199078502,573.0
2018-09-11,0.2527330024517662,0.2850530159215142,574.0
2018-09-12,0.2572040148069704,0.29607062571928827,575.0
2018-09-13,0.24284706789491184,0.26513941401509433,577.0
2018-09-14,0.22611852348843742,0.27510399242729994,579.0
2018-09-17,0.24560930877747045,0.29033298692711035,578.0
2018-09-18,0.28135383827086946,0.26176287506544343,575.0
2018-09-19,0.2997762995454555,0.0933053004947969,573.0
2018-09-20,0.305943007301664,0.1378608883852256,578.0
2018-09-21,0.29483782614517073,0.12917290547838814,578.0
2018-09-25,0.31386091396552585,0.11967192242779837,576.0
2018-09-26,0.3132119880265689,-0.15494042397498084,580.0
2018-09-27,0.3219430187959095,-0.10569602346948254,583.0
2018-09-28,0.32391626036518784,-0.025454871991705395,585.0
2018-10-08,0.3362998892204271,-0.002942981688386904,585.0
2018-10-09,0.3479539223858922,0.01507399697226873,588.0
2018-10-10,0.33756641515868935,0.05881663931750692,582.0
2018-10-11,0.3082871523728583,0.17921740194307648,583.0
2018-10-12,0.3290248250317964,0.2111763299000885,585.0
2018-10-15,0.3463692791533566,0.23376701932120197,576.0
2018-10-16,0.36036529065928957,0.23073464448097708,576.0
2018-10-17,0.37003441672163173,0.2316594522098633,568.0
2018-10-18,0.3975570199575146,0.25428176554757864,556.0
2018-10-19,0.3789977135153684,0.19843633517731007,569.0
2018-10-22,0.334400045306414,0.10424394968986188,554.0
2018-10-23,0.31666319037005575,0.1433011289993731,553.0
2018-10-24,0.3156852056235434,0.1923290879293345,573.0
2018-10-25,0.3366940869294677,0.37674688141226115,577.0
2018-10-26,0.33017178896429333,0.2953188059539678,577.0
2018-10-29,0.33163740892581905,0.2755261346262215,573.0
2018-10-30,0.3076085072923477,0.4164200816568398,586.0
2018-10-31,0.3063842762296721,0.35277651739314203,582.0
2018-11-01,0.31302958243603485,0.23199031278511997,586.0
2018-11-02,0.29974121377480667,0.2728998588274859,595.0
2018-11-05,0.2599013931025551,0.16284023105728898,592.0
2018-11-06,0.2677853517574128,0.24149658568289,598.0
2018-11-07,0.27776685240797694,0.1526044801925982,600.0
2018-11-08,0.26330698027939703,0.08154255351684031,602.0
2018-11-09,0.2595827208064755,0.12207640699225256,602.0
2018-11-12,0.2806864438580726,0.019019145994175514,605.0
2018-11-13,0.2643541368040915,0.011517738544441148,599.0
2018-11-14,0.2614789562461758,0.06429455480193816,594.0
2018-11-15,0.2527030773746556,0.0641036450250984,594.0
2018-11-16,0.25676169379612557,0.03169568911642649,591.0
2018-11-19,0.2833371461993104,0.12549685519380677,596.0
2018-11-20,0.301499607978743,0.06407820250999657,587.0
2018-11-21,0.3227631968916135,0.07700649186323093,588.0
2018-11-22,0.3119866375098653,0.15343513738564926,598.0
2018-11-23,0.30824233426743963,0.23844644427044928,595.0
2018-11-26,0.3029430774727654,0.1316026582127904,596.0
2018-11-27,0.3066993807804729,0.24647605832157468,590.0
2018-11-28,0.30452805538280214,0.27151890815834634,597.0
2018-11-29,0.29622301802843987,0.2649509980015358,595.0
2018-11-30,0.29416987713688114,0.2836774145395902,606.0
2018-12-03,0.26876270904287725,0.2553941044946467,609.0
2018-12-04,0.27068778225898427,0.16237370476901603,612.0
2018-12-05,0.2689564275036199,0.04781260256407395,616.0
2018-12-06,0.28659696561630754,0.05140616879656221,620.0
2018-12-07,0.3062073692406939,0.11230040421349174,627.0
2018-12-10,0.3151671921257111,0.1038507406948126,629.0
2018-12-11,0.3296865283814191,0.1807266619885559,630.0
2018-12-12,0.3180621374541208,0.30433831809450296,624.0
2018-12-13,0.32136590534856047,0.31725415167793874,624.0
2018-12-14,0.3305474551240374,0.34736172786132513,626.0
2018-12-17,0.3416076496764393,0.3703822085744939,625.0
2018-12-18,0.3577294921929771,0.37176008853253506,631.0
2018-12-19,0.38278829771549916,0.42649923722605565,632.0
2018-12-20,0.3722007935518783,0.41182752900667746,633.0
2018-12-21,0.3751080686904802,0.37435978416111604,638.0
2018-12-24,0.36889024831763717,0.27204840166111344,635.0
2018-12-25,0.37541849119452086,0.1654121082314621,632.0
2018-12-26,0.38639705563016247,0.23313073065816717,634.0
2018-12-27,0.37076079070710455,0.18172885443247785,634.0
2018-12-28,0.34419259993405193,0.17472581151271713,634.0
2019-01-02,0.35451991961909113,0.29083180059363184,637.0
2019-01-03,0.3320828422374339,0.423883274146747,641.0
2019-01-04,0.3199179186978137,0.45188295406218176,642.0
2019-01-07,0.3017135585222561,0.3480138624416799,646.0
2019-01-08,0.3036433988161549,0.27569929019417166,651.0
2019-01-09,0.30952243217372744,0.2368269254158561,654.0
2019-01-10,0.31416807048827156,0.19327550452647665,655.0
2019-01-11,0.2885038299522775,0.12458464306529646,656.0
2019-01-14,0.2802024258258575,0.16447135465716872,655.0
2019-01-15,0.26549479363702677,0.2371981989280992,651.0
2019-01-16,0.2515741957737315,0.23408352063112697,652.0
2019-01-17,0.24742834056115326,0.2390353447472907,651.0
2019-01-18,0.23806017314542138,0.24948080251080496,652.0
2019-01-21,0.251130023468943,0.14405007505068812,651.0
2019-01-22,0.2622749867644264,0.12740296095297052,650.0
2019-01-23,0.25948138074203486,0.08184495769903273,652.0
2019-01-24,0.26973727656534974,-0.09310893240768363,652.0
2019-01-25,0.25943892636873034,-0.037674168729351226,658.0
2019-01-28,0.2589454139557493,-0.026066470118600433,659.0
2019-01-29,0.2673957356186807,-0.022985095433710235,659.0
2019-01-30,0.2624972451819031,-0.04331533651791749,661.0
2019-01-31,0.2795064512629367,0.05928687674602263,661.0
2019-02-01,0.2944303394874216,0.07364928859679723,660.0
2019-02-11,0.29013182969869855,-0.18708543720202275,660.0
2019-02-12,0.2705420700591854,-0.18423407162872102,666.0
2019-02-13,0.2684908135488343,-0.18842444137779527,668.0
2019-02-14,0.2867510383699202,-0.18182694616617465,670.0
2019-02-15,0.30639465146169276,-0.2333307154992572,671.0
2019-02-18,0.2995650316202805,-0.3137547281148236,674.0
2019-02-19,0.26918499908295945,-0.2664143094068077,673.0
2019-02-20,0.27773373541535673,-0.24720596162648534,675.0
2019-02-21,0.2842985305048893,-0.22495775756958736,675.0
2019-02-22,0.3112586288199424,-0.1389816682150745,678.0
2019-02-25,0.253035548802349,-0.10784457114166916,684.0
2019-02-26,0.24087899526521817,-0.009353025326342993,684.0
2019-02-27,0.2518800747740849,0.1042489243550944,689.0
2019-02-28,0.24775871995634535,0.1351623587624309,690.0
2019-03-01,0.23967493246637095,0.13581506269508747,689.0
2019-03-04,0.2260857134981854,0.14167520213819365,691.0
2019-03-05,0.22387673093385485,0.08082864628100586,690.0
2019-03-06,0.23591288870140437,0.09742904237814348,690.0
2019-03-07,0.23994462489301438,0.0951868041215477,692.0
2019-03-08,0.2520951607918702,0.02906030761373113,695.0
2019-03-11,0.24514817626164764,-0.005387838114430908,699.0
2019-03-12,0.22605835282436737,0.019179428155738344,699.0
2019-03-13,0.24814911552610464,-0.012043505507441779,698.0
2019-03-14,0.24304502186033328,0.05396957434769793,703.0
2019-03-15,0.27485065577614476,0.10296367462696891,706.0
2019-03-18,0.25172663637242043,0.04761203316186606,708.0
2019-03-19,0.2549296464460741,0.0835047978025251,707.0
2019-03-20,0.25563467795137984,0.06513377853972224,704.0
2019-03-21,0.26415810257603467,-0.004744379905935503,704.0
2019-03-22,0.25823377250537327,0.02155020549937976,702.0
2019-03-25,0.24735352057662763,0.12888250765518353,707.0
2019-03-26,0.25269124431634415,0.1883880054037721,703.0
2019-03-27,0.23418330729875925,0.20446798604683475,697.0
2019-03-28,0.22690840472096108,0.21604609660716378,705.0
2019-03-29,0.2148986905799417,0.14076614199078005,709.0
2019-04-01,0.2150440020780845,0.11981453442050764,709.0
2019-04-02,0.20517715885807053,0.10847449801002726,708.0
2019-04-03,0.2123228101045106,0.14969483286328886,707.0
2019-04-04,0.2279645535807161,0.21918280692874498,707.0
2019-04-08,0.22997947560299659,0.17461609374915363,705.0
2019-04-09,0.2248775985757261,0.17302603313532736,704.0
2019-04-10,0.20805336993977597,0.11181859719055745,710.0
2019-04-11,0.21704237615724264,0.08573031587935169,705.0
2019-04-12,0.2223942558182428,0.2069796968834512,706.0
2019-04-15,0.19756888897025782,0.22412869338751198,710.0
2019-04-16,0.22138266312743105,0.25584343338416016,714.0
2019-04-17,0.23287694240767887,0.2838039935800289,716.0
2019-04-18,0.22260512343844607,0.33703527506894815,717.0
2019-04-19,0.212116484545796,0.3719709282961992,716.0
2019-04-22,0.21950253735418723,0.2827109649738675,719.0
2019-04-23,0.22356888776798922,0.2560699263694825,719.0
2019-04-24,0.24669349054663825,0.17296315275235868,716.0
2019-04-25,0.23622347911550856,0.12449451315604272,717.0
2019-04-26,0.26742205274360986,-0.01287419260588768,716.0
2019-04-29,0.2586489762911863,-0.0016999934526556275,724.0
2019-04-30,0.24111605390964252,0.00168175878192937,730.0
2019-05-06,0.23466254462815028,0.22521764466316957,734.0
2019-05-07,0.231796448108346,0.22168376676779794,732.0
2019-05-08,0.24519897779250055,0.1042463714475791,733.0
2019-05-09,0.23432107613818365,0.0022431164448779733,738.0
2019-05-10,0.2390500678304608,-0.09233473443371165,736.0
2019-05-13,0.24306905363710807,-0.04879977014775641,733.0
2019-05-14,0.25459982037745565,-0.01768394190586585,736.0
2019-05-15,0.2646164722034534,-0.009407144286865966,742.0
2019-05-16,0.2597613226559259,0.0074040875309160075,746.0
2019-05-17,0.2574453987765869,0.05372351609297029,747.0
2019-05-20,0.3027850863353889,0.1399136990146765,750.0
2019-05-21,0.32280539229069216,0.13737801586925266,750.0
2019-05-22,0.3229770413556222,0.18987181251781177,749.0
2019-05-23,0.32181030036458713,0.2736400604284881,750.0
2019-05-24,0.3095144148783654,0.28260258208124805,750.0
2019-05-27,0.30929001813637425,0.38065005909231187,752.0
2019-05-28,0.3012815484251956,0.28397976404218794,752.0
2019-05-29,0.28985526139482465,0.23031597677297255,752.0
2019-05-30,0.2900911173890781,0.16590787707086,750.0
2019-05-31,0.300495700019175,0.17481640689544575,755.0
2019-06-03,0.27728653590683316,-0.041340230544787436,755.0
2019-06-04,0.27960951360717856,-0.018598508594606215,754.0
2019-06-05,0.2631487568632386,0.011712030784413362,750.0
2019-06-06,0.26469561804473063,0.14627129960669458,749.0
2019-06-10,0.25100781133416095,0.03805942439437077,753.0
2019-06-11,0.2727548500900234,0.02865377660667339,753.0
2019-06-12,0.27743509364717234,-0.021736069684797733,755.0
2019-06-13,0.26838166353410486,0.0562247286227461,759.0
2019-06-14,0.24928597141442177,0.08109383271861952,755.0
2019-06-17,0.24379326941027613,0.048066497937784634,764.0
2019-06-18,0.23608373577611008,0.011039261402210126,767.0
2019-06-19,0.22531733014840172,0.09539416929293829,768.0
2019-06-20,0.23645013116265434,0.10152052850564873,773.0
2019-06-21,0.2139578716928221,0.11520623034826238,771.0
2019-06-24,0.2657977758207217,0.14995175418256684,774.0
2019-06-25,0.26643154525275503,0.1861005815849002,772.0
2019-06-26,0.29070593333150896,0.15935577266755713,775.0
2019-06-27,0.28829849394257034,0.14997034361781347,775.0
2019-06-28,0.31105199894846036,0.18539797304270006,778.0
2019-07-01,0.31261047331845837,0.2398638090523415,780.0
2019-07-02,0.3118805459816799,0.24651674841616725,782.0
2019-07-03,0.31573701785554176,0.17692946128955903,784.0
2019-07-04,0.3278531375704934,0.17787395328878564,783.0
2019-07-05,0.32796857746394714,0.1413137287189728,784.0
2019-07-08,0.30656296156342067,0.09141588181835,786.0
2019-07-09,0.2951214366341671,0.02020721806517142,787.0
2019-07-10,0.2851076282321179,0.026732611280020517,788.0
2019-07-11,0.2747581105437168,0.08147819927754628,789.0
2019-07-12,0.2687613160424641,0.07638684772766181,790.0
2019-07-15,0.25514133121247184,0.09852283652310212,791.0
2019-07-16,0.25101183801610705,0.07679705311869109,793.0
2019-07-17,0.23776369124537078,0.03430339878413724,794.0
